SiteNumber,Type,LocationID,EffectiveDate,Region,DistrictOffice,State,StateName,County,CountyState,City,FacilityName,Ownership,Use,Owner,OwnerAddress,OwnerCSZ,OwnerPhone,Manager,ManagerAddress,ManagerCSZ,ManagerPhone,ARPLatitude,ARPLatitudeS,ARPLongitude,ARPLongitudeS,ARPMethod,ARPElevation,ARPElevationMethod,MagneticVariation,MagneticVariationYear,TrafficPatternAltitude,ChartName,DistanceFromCBD,DirectionFromCBD,LandAreaCoveredByAirport,BoundaryARTCCID,BoundaryARTCCComputerID,BoundaryARTCCName,ResponsibleARTCCID,ResponsibleARTCCComputerID,ResponsibleARTCCName,TieInFSS,TieInFSSID,TieInFSSName,AirportToFSSPhoneNumber,TieInFSSTollFreeNumber,AlternateFSSID,AlternateFSSName,AlternateFSSTollFreeNumber,NOTAMFacilityID,NOTAMService,ActivationDate,AirportStatusCode,CertificationTypeDate,FederalAgreements,AirspaceDetermination,CustomsAirportOfEntry,CustomsLandingRights,MilitaryJointUse,MilitaryLandingRights,InspectionMethod,InspectionGroup,LastInspectionDate,LastOwnerInformationDate,FuelTypes,AirframeRepair,PowerPlantRepair,BottledOxygenType,BulkOxygenType,LightingSchedule,BeaconSchedule,ATCT,UNICOMFrequencies,CTAFFrequency,SegmentedCircle,BeaconColor,NonCommercialLandingFee,MedicalUse,SingleEngineGA,MultiEngineGA,JetEngineGA,HelicoptersGA,GlidersOperational,MilitaryOperational,Ultralights,OperationsCommercial,OperationsCommuter,OperationsAirTaxi,OperationsGALocal,OperationsGAItin,OperationsMilitary,OperationsDate,AirportPositionSource,AirportPositionSourceDate,AirportElevationSource,AirportElevationSourceDate,ContractFuelAvailable,TransientStorage,OtherServices,WindIndicator,IcaoIdentifier,MinimumOperationalNetwork
24353.*A,AIRPORT,'MAF,4/22/21,ASW,TEX,TX,TEXAS,MIDLAND,TX,MIDLAND,MIDLAND INTL AIR AND SPACE PORT,PU,PU,CITY OF MIDLAND,PO BOX 1152,"MIDLAND, TX 79702",    432-685-7100,JUSTINE RUFF,PO BOX 60305,"MIDLAND, TX 79711",    432-560-2200,31-56-33.1000N,114993.1000N,102-12-06.9000W,367926.9000W,E,2872,S,09E,1985,,SAN ANTONIO,8,SW,1600,ZFW,ZCF,FORT WORTH,ZFW,ZCF,FORT WORTH,N,SJT,SAN ANGELO,,1-800-WX-BRIEF,,,,MAF,Y,9/1/37,O,I C S 05/1973,NGPY,NO OBJECTION,N,Y,N,Y,F,F,8082019,,100LLA    A1,MAJOR,MAJOR,LOW,LOW,SEE RMK,SS-SR,Y,122.95,118.7,Y,CG,Y,,36,37,30,3,,,,15911,,7163,2847,24837,13535,5/31/19,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES",Y-L,KMAF,Y
24693.*A,AIRPORT,'SJT,4/22/21,ASW,TEX,TX,TEXAS,TOM GREEN,TX,SAN ANGELO,SAN ANGELO RGNL/MATHIS FLD,PU,PU,CITY OF SAN ANGELO,72 W COLLEGE ST,"SAN ANGELO, TX 76903",    325-659-6409,JEREMY VALGARDSON,"8618 TERMINAL DRIVE, SUITE 101","SAN ANGELO, TX 76904",    325-659-6409,31-21-27.8940N,112887.8940N,100-29-46.6950W,361786.6950W,E,1918,S,05E,2020,,SAN ANTONIO,7,SW,1503,ZFW,ZCF,FORT WORTH,ZFW,ZCF,FORT WORTH,N,SJT,SAN ANGELO,,1-800-WX-BRIEF,,,,SJT,Y,9/1/43,O,I B S 05/1973,NGPY,NO OBJECTION,N,N,N,Y,F,F,8122020,,100LLA    B+,MAJOR,MAJOR,LOW,HIGH/LOW,SEE RMK,SS-SR,Y,122.95,118.3,Y,CG,N,,77,5,26,3,0,0,1,3044,,4001,13733,18143,39331,12/31/19,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AVNCS,CHTR,INSTR,RNTL,SALES",Y-L,KSJT,N
24709.*A,AIRPORT,'SAT,4/22/21,ASW,TEX,TX,TEXAS,BEXAR,TX,SAN ANTONIO,SAN ANTONIO INTL,PU,PU,CITY OF SAN ANTONIO,100 MILITARY PLAZA,"SAN ANTONIO, TX 78207",    210-207-7253,"JESUS H. SAENZ, JR.",9800 AIRPORT BLVD,"SAN ANTONIO, TX 78216",    210-207-3444,29-32-02.2500N,106322.2500N,098-28-08.6050W,354488.6050W,E,809,S,04E,2020,,SAN ANTONIO,7,N,2305,ZHU,ZCH,HOUSTON,ZHU,ZCH,HOUSTON,N,SJT,SAN ANGELO,,1-800-WX-BRIEF,,,,SAT,Y,7/1/42,O,I C S 05/1973,NGYP3,NO OBJECTION,N,Y,N,Y,F,F,1312020,,100LLA,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,SS-SR,SS-SR,Y,122.95,,N,CG,N,,67,66,76,16,,,,97068,,20546,252,42861,4821,9/30/19,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AVNCS,CARGO,CHTR,INSTR,RNTL,SALES",Y-L,KSAT,Y
24947.*A,AIRPORT,'TYR,4/22/21,ASW,TEX,TX,TEXAS,SMITH,TX,TYLER,TYLER POUNDS RGNL,PU,PU,CITY OF TYLER,PO BOX 2039,"TYLER, TX 75710",    903-531-9825,DAVIS DICKSON,"700 SKYWAY BLVD, SUITE 201","TYLER, TX 75704",    903-531-2343,32-21-12.8000N,116472.8000N,095-24-10.7000W,343450.7000W,E,544,S,03E,2015,,DALLAS-FT WORTH,3,W,1200,ZFW,ZCF,FORT WORTH,ZFW,ZCF,FORT WORTH,N,FTW,FORT WORTH,,1-800-WX-BRIEF,,,,TYR,Y,11/1/37,O,I B S 05/1973,NGY3,NO OBJECTION,N,N,N,Y,F,F,5232019,,100LLA,MAJOR,MAJOR,HIGH,HIGH,SEE RMK,SS-SR,Y,122.95,120.1,Y,CG,N,,86,35,31,6,,,,2443,,4016,6484,22065,526,4/30/19,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,CARGO,CHTR,INSTR,RNTL,SALES,SURV",Y-L,KTYR,N
24971.*A,AIRPORT,'VCT,4/22/21,ASW,TEX,TX,TEXAS,VICTORIA,TX,VICTORIA,VICTORIA RGNL,PU,PU,COUNTY OF VICTORIA,VICTORIA CO COURTHOUSE RM 102,"VICTORIA, TX 77901",    361-575-4558,V. LENNY LLERENA,609 FOSTER FIELD DR SUITE F,"VICTORIA, TX 77904",    361-578-2704,28-51-09.1650N,103869.1650N,096-55-06.5594W,348906.5594W,E,115,S,04E,2010,,HOUSTON,5,NE,1766,ZHU,ZCH,HOUSTON,ZHU,ZCH,HOUSTON,N,CXO,MONTGOMERY COUNTY,,1-800-WX-BRIEF,,,,VCT,Y,12/1/41,O,I A S 09/1982,NGPY,NO OBJECTION,N,N,N,Y,F,F,2202020,,100LLA,MINOR,MINOR,,,SEE RMK,SS-SR,Y,122.7,126.075,Y,CG,N,,29,7,3,2,0,0,0,,,3814,1987,5693,45928,12/31/19,FAA-EST,00:00.0,3RD PARTY SURVEY,00:00.0,Y,"HGR,TIE","AFRT,INSTR",Y-L,KVCT,N
24976.*A,AIRPORT,'ACT,4/22/21,ASW,TEX,TX,TEXAS,MC LENNAN,TX,WACO,WACO RGNL,PU,PU,CITY OF WACO,PO BOX 2570,"WACO, TX 76702-2570",    254-750-5640,JOEL C. MARTINEZ,7909 KARL MAY DRIVE,"WACO, TX 76708",    254-750-8657,31-36-43.9000N,113803.9000N,097-13-49.1000W,350029.1000W,E,516,S,07E,1985,,SAN ANTONIO,5,NW,1369,ZFW,ZCF,FORT WORTH,ZFW,ZCF,FORT WORTH,N,FTW,FORT WORTH,,1-800-WX-BRIEF,,,,ACT,Y,7/1/43,O,I B S 05/1973,NGRY3,NO OBJECTION,N,N,N,Y,F,F,1212021,,100LLA    UL94,MAJOR,MAJOR,NONE,HIGH,SEE RMK,SS-SR,Y,122.95,119.3,Y,CG,N,,42,10,,4,,,,314,,4450,11123,27296,9669,12/31/19,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE",CHTR,,KACT,N
25029.*A,AIRPORT,'SPS,4/22/21,ASW,TEX,TX,TEXAS,WICHITA,TX,WICHITA FALLS,SHEPPARD AFB/WICHITA FALLS MUNI,MA,PU,UNITED STATES AIR FORCE.,SHEPPARD AFB,"WICHITA FALLS, TX 76311",,JON WALTJEN,"4000 ARMSTRONG DR, STE 8","WICHITA FALLS, TX 76305",    940-676-7119,33-59-19.6900N,122359.6900N,098-29-30.8500W,354570.8500W,E,1019,S,05E,2010,,DALLAS-FT WORTH,5,N,3800,ZFW,ZCF,FORT WORTH,ZFW,ZCF,FORT WORTH,N,FTW,FORT WORTH,,1-800-WX-BRIEF,,,,SPS,Y,,O,I B S 05/1973,NGY,NOT ANALYZED,N,N,Y,N,F,F,10302020,,100LLA,MINOR,MINOR,NONE,,SEE RMK,SS-SR,Y,122.95,119.75,N,CG,N,,3,9,1,,,200,,3265,,,1375,1262,196132,9/30/20,MILITARY,00:00.0,,,,TIE,,Y-L,KSPS,N
25117.*A,AIRPORT,'CDC,4/22/21,ANM,DEN,UT,UTAH,IRON,UT,CEDAR CITY,CEDAR CITY RGNL,PU,PU,CEDAR CITY CORPORATION,10 NORTH MAIN,"CEDAR CITY, UT 84720",    435-586-2950,NICK HOLT,2560 AVIATION WAY,"CEDAR CITY, UT 84720",    435-867-9408,37-42-03.4920N,135723.4920N,113-05-55.8630W,407155.8630W,E,5622,S,14E,1990,777,LAS VEGAS,2,NW,1040,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,CDC,CEDAR CITY,,1-800-WX-BRIEF,,,,CDC,Y,1/1/38,O,I A S 12/2005,NGSY3,NO OBJECTION,N,N,N,Y,F,F,4242019,,100LLA,MAJOR,MAJOR,HIGH/LOW,,SEE RMK,SS-SR,N,123,123,Y,CG,N,,69,4,7,22,,,0,14,,1290,94191,23506,550,12/31/20,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AGRI,AMB,CARGO,CHTR,INSTR,RNTL,SALES,TOW",Y-L,KCDC,Y
25186.*A,AIRPORT,'LGU,4/22/21,ANM,DEN,UT,UTAH,CACHE,UT,LOGAN,LOGAN-CACHE,PU,PU,LOGAN CITY & CACHE CO,199 N. MAIN,"LOGAN, UT 84321",  (435) 755-1850,LEE IVIE,199 N. MAIN,"LOGAN, UT 84321",  (435) 752-8111,41-47-30.4014N,150450.4014N,111-51-05.9365W,402665.9365W,E,4457,S,11E,2020,,SALT LAKE CITY,3,NW,739,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,CDC,CEDAR CITY,,1-800-WX-BRIEF,,,,LGU,Y,11/1/37,O,IV A U 08/2008,NGY3,NO OBJECTION,N,N,N,Y,S,F,6272019,,100LLA,MAJOR,MAJOR,NONE,HIGH/LOW,SEE RMK,SS-SR,N,122.8,122.8,Y,CG,N,,112,14,8,8,3,0,0,38,,1210,40000,3880,50,12/31/16,FAA-EST,00:00.0,NGS,00:00.0,,"HGR,TIE","CHTR,INSTR,RNTL",Y-L,KLGU,N
25205.1*A,AIRPORT,'CNY,4/22/21,ANM,DEN,UT,UTAH,GRAND,UT,MOAB,CANYONLANDS RGNL,PU,PU,GRAND COUNTY,125 E. CENTER,"MOAB, UT 84532",  (435) 259-1347,ANDY SOLSVIG,110 W. AVIATION WAY,"MOAB, UT 84532",    435-259-4849,38-45-26.9953N,139526.9953N,109-45-12.7509W,395112.7509W,E,4590,S,10E,2020,,DENVER,15,NW,985,ZDV,ZCD,DENVER,ZDV,ZCD,DENVER,N,CDC,CEDAR CITY,,1-800-WX-BRIEF,,,,CNY,Y,8/1/63,O,I A S 06/2006,NGSY,NO OBJECTION,N,N,N,Y,S,F,9092019,,100LLA,MINOR,MINOR,,HIGH/LOW,SEE RMK,,N,122.8,122.8,Y,CG,Y,,40,1,0,3,0,0,2,,,4350,6800,4350,250,12/31/18,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","CHTR,INSTR,RNTL",Y-L,KCNY,N
25233.*A,AIRPORT,'OGD,4/22/21,ANM,DEN,UT,UTAH,WEBER,UT,OGDEN,OGDEN-HINCKLEY,PU,PU,OGDEN CITY CORPORATION,2549 WASHINGTON BLVD,"OGDEN, UT 84401",    801-629-8100,BRYANT W GARRETT,3909 AIRPORT RD.,"ODGEN, UT 84405",  (801) 629-8100,41-11-42.2533N,148302.2533N,112-00-43.9010W,403243.9010W,E,4472,S,11E,2020,,SALT LAKE CITY,3,SW,720,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,CDC,CEDAR CITY,,1-800-WX-BRIEF,,,,OGD,Y,12/1/41,O,I B S 09/2012,NGY3,NO OBJECTION,N,N,N,Y,F,F,9182019,,100  A1+,MAJOR,MAJOR,NONE,HIGH/LOW,SEE RMK,SS-SR,Y,122.95,118.7,Y,CG,N,,191,25,8,12,2,,3,229,,3890,42457,66795,292,12/31/19,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AGRI,AVNCS,CHTR,INSTR,PAJA,RNTL,SALES,SURV",Y-L,KOGD,N
25269.*A,AIRPORT,'PVU,4/22/21,ANM,DEN,UT,UTAH,UTAH,UT,PROVO,PROVO MUNI,PU,PU,CITY OF PROVO,1377 S. 350 E.,"PROVO, UT 84606",    801-852-6715,STEVEN R. GLEASON,P. O. BOX 1849,"PROVO, UT 84603",    801-852-6715,40-13-09.0000N,144789.0000N,111-43-24.1000W,402204.1000W,E,4496,S,12E,2010,,SALT LAKE CITY,2,SW,869,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,CDC,CEDAR CITY,,1-800-WX-BRIEF,,,,PVU,Y,9/1/42,O,I B U 05/2005,NGY3,NO OBJECTION,N,N,N,Y,F,F,6142019,,100  A,MAJOR,MAJOR,LOW,LOW,SEE RMK,SS-SR,Y,,125.3,Y,CG,N,,62,37,5,7,,,,3045,,300,112725,55744,200,1/1/18,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AMB,CHTR,INSTR,RNTL,SURV",,KPVU,N
25289.*A,AIRPORT,'SLC,4/22/21,ANM,DEN,UT,UTAH,SALT LAKE,UT,SALT LAKE CITY,SALT LAKE CITY INTL,PU,PU,SALT LAKE CITY,CITY AND COUNTY BLDG,"SALT LAKE CITY, UT 84101",    801-575-2401,BILL WYATT,P.O. BOX 145550,"SALT LAKE CITY, UT 84114-5550",  (801) 575-2408,40-47-18.2160N,146838.2160N,111-58-39.9840W,403119.9840W,E,4230,S,11E,2020,,SALT LAKE CITY,3,W,7700,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,CDC,CEDAR CITY,,1-800-WX-BRIEF,,,,SLC,Y,11/1/38,O,I E S 05/1973,NGPY,NO OBJECTION,N,Y,N,Y,F,F,8082019,,100LLA1+,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,SS-SR,SS-SR,Y,122.95,,N,CG,N,,190,69,47,25,0,9,,231232,,57191,47711,4485,4064,12/31/19,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES",Y-L,KSLC,N
25282.02*A,AIRPORT,'SGU,4/22/21,ANM,DEN,UT,UTAH,WASHINGTON,UT,ST GEORGE,ST GEORGE RGNL,PU,PU,CITY OF ST GEORGE,175 E 200 N,"ST GEORGE, UT 84770",  (435) 627-4000,RICHARD STEHMEIER,4508 S. AIRPORT PKWY #1,"ST GEORGE, UT 84790",  (435) 627-4085,37-02-10.9610N,133330.9610N,113-30-37.0900W,408637.0900W,E,2883,S,12E,2010,,LAS VEGAS,5,SE,1204,ZLA,ZCL,LOS ANGELES,ZLA,ZCL,LOS ANGELES,,CDC,CEDAR CITY,,1-800-WX-BRIEF,,,,SGU,Y,1/1/11,O,I B S 01/2011,NG,,,,,,,F,4252019,,100LLA,MAJOR,MAJOR,,LOW,SEE RMK,,N,122.8,122.8,Y,CG,Y,,150,20,6,7,10,0,2,6580,,2600,60000,9125,1800,8/4/20,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AMB,AVNCS,INSTR,RNTL,SALES",Y-L,KSGU,N
25324.*A,AIRPORT,'VEL,4/22/21,ANM,DEN,UT,UTAH,UINTAH,UT,VERNAL,VERNAL RGNL,PU,PU,UINTAH CO AND VERNAL CITY,152 E 100 N.,"VERNAL, UT 84078",  (435) 781-0770,DOUG BROWN,730 EAST 800 S.,"VERNAL, UT 84078",  (435) 789-3400,40-26-09.8800N,145569.8800N,109-30-41.1210W,394241.1210W,E,5274,S,10E,2020,,SALT LAKE CITY,1,SE,393,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,CDC,CEDAR CITY,,1-800-WX-BRIEF,,,,VEL,Y,5/1/45,O,I A S 06/2006,NGY,NO OBJECTION,N,N,N,Y,F,F,6122019,,100LLA,MAJOR,MAJOR,,HIGH/LOW,SEE RMK,SS-SR,N,122.7,122.7,Y,CG,N,,27,1,1,1,0,0,0,,,2000,4000,2500,100,12/31/18,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,INSTR,RNTL",Y-L,KVEL,Y
25333.*A,AIRPORT,'ENV,4/22/21,ANM,DEN,UT,UTAH,TOOELE,UT,WENDOVER,WENDOVER,PU,PU,TOOELE COUNTY,P.O. BOX 159,"WENDOVER, UT 84083",    435-665-2308,LISA DUNN,P.O. BOX 159,"WENDOVER, UT 84083",    435-665-2308,40-43-07.4110N,146587.4110N,114-01-43.2250W,410503.2250W,E,4236,S,12E,2015,,SALT LAKE CITY,1,SE,1960,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,CDC,CEDAR CITY,,1-800-WX-BRIEF,,,,ENV,Y,2/1/73,O,I B S 04/2005,NPY,NOT ANALYZED,N,N,N,Y,F,F,9202019,,100  A,MINOR,MINOR,NONE,NONE,SEE RMK,SS-SR,N,122.8,122.8,Y,CG,N,,1,0,2,0,0,0,0,810,,,55,3545,278,12/31/18,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,HGR,,Y,KENV,N
25666.*A,AIRPORT,'CHO,4/22/21,AEA,DCA,VA,VIRGINIA,ALBEMARLE,VA,CHARLOTTESVILLE,CHARLOTTESVILLE-ALBEMARLE,PU,PU,CHRLTSVL-ALBMRL ARPT AUTH,"100 BOWEN LOOP, SUITE 200","CHARLOTTESVILLE, VA 22911",    434-973-8341,MELINDA CRAWFORD,"100 BOWEN LOOP, SUITE 200","CHARLOTTESVILLE, VA 22911",    434-973-8342,38-08-22.7140N,137302.7140N,078-27-08.4390W,282428.4390W,E,640,S,08W,1985,,WASHINGTON,7,N,710,ZDC,ZCW,WASHINGTON,ZDC,ZCW,WASHINGTON,N,DCA,LEESBURG,,1-800-WX-BRIEF,,,,CHO,Y,,O,I B S 05/1973,NGYH,NOT ANALYZED,N,N,N,Y,F,F,11272017,,100LLA,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,Y,122.95,124.5,N,CG,Y,,58,4,9,2,,,1,6826,,23944,,34374,2751,6/30/17,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","CHTR,INSTR,RNTL",Y-L,KCHO,Y
25863.*A,AIRPORT,'LYH,4/22/21,AEA,DCA,VA,VIRGINIA,CAMPBELL,VA,LYNCHBURG,LYNCHBURG RGNL/PRESTON GLENN FLD,PU,PU,CITY OF LYNCHBURG,"350 TERMINAL DRIVE, SUITE 100","LYNCHBURG, VA 24502",    434-455-6090,ANDREW LAGALA,"350 TERMINAL DRIVE, SUITE 100","LYNCHBURG, VA 24502",    434-455-6090,37-19-31.4000N,134371.4000N,079-12-04.4000W,285124.4000W,E,938,S,08W,1995,,CINCINNATI,5,SW,872,ZDC,ZCW,WASHINGTON,ZDC,ZCW,WASHINGTON,N,DCA,LEESBURG,,1-800-WX-BRIEF,,,,LYH,Y,8/1/37,O,I A S 05/1973,NGHVY3,NOT ANALYZED,N,N,N,Y,F,F,6252019,,100LLA,MAJOR,MAJOR,HIGH,NONE,SEE RMK,SS-SR,Y,122.95,127.65,N,CG,N,,73,17,9,2,0,0,0,1278,,3546,49108,30619,1179,5/31/20,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES",Y-L,KLYH,N
25897.*A,AIRPORT,'PHF,4/22/21,AEA,DCA,VA,VIRGINIA,NEWPORT NEWS,VA,NEWPORT NEWS,NEWPORT NEWS/WILLIAMSBURG INTL,PU,PU,PENINSULA ARPT CMSN,"900 BLAND BLVD, SUITE G","NEWPORT NEWS, VA 23602",    757-877-0221,MICHAEL A. GIARDINO,"900 BLAND BLVD, SUITE G","NEWPORT NEWS, VA 23602",    757-877-0221,37-07-54.8000N,133674.8000N,076-29-34.7000W,275374.7000W,E,42,S,09W,1985,,WASHINGTON,9,NW,1800,ZDC,ZCW,WASHINGTON,ZDC,ZCW,WASHINGTON,N,DCA,LEESBURG,,1-800-WX-BRIEF,,,,PHF,Y,11/1/48,O,I B S 05/1973,NGPSY,NOT ANALYZED,N,Y,N,Y,F,F,4292019,,100LLA,MAJOR,MAJOR,LOW,NONE,SEE RMK,SS-SR,Y,122.95,118.7,N,CG,Y,,94,32,26,0,,,,4084,,7210,15071,19335,18702,1/31/20,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AVNCS,CARGO,CHTR,INSTR,RNTL,SALES",Y-L,KPHF,N
25905.*A,AIRPORT,'ORF,4/22/21,AEA,DCA,VA,VIRGINIA,NORFOLK,VA,NORFOLK,NORFOLK INTL,PU,PU,NORFOLK AIRPORT AUTH,2200 NORVIEW AVE,"NORFOLK, VA 23518-5807",    757-857-3351,"ROBERT BOWEN, EXEC DIR",2200 NORVIEW AVE,"NORFOLK, VA 23518-5807",    757-857-3344,36-53-40.5750N,132820.5750N,076-12-04.4250W,274324.4250W,E,26,S,09W,1985,,WASHINGTON,3,NE,1300,ZDC,ZCW,WASHINGTON,ZDC,ZCW,WASHINGTON,N,DCA,LEESBURG,,1-800-WX-BRIEF,,,,ORF,Y,3/1/38,O,I C S 05/1973,NGHRY3,NOT ANALYZED,N,Y,N,Y,F,F,12032019,,100LLA,MINOR,MINOR,LOW,HIGH/LOW,SS-SR,SS-SR,Y,,,N,CG,Y,,41,13,29,2,,,,35987,,20296,434,15385,718,12/31/18,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AVNCS,CARGO,CHTR,INSTR",Y-L,KORF,N
25977.*A,AIRPORT,'RIC,4/22/21,AEA,DCA,VA,VIRGINIA,HENRICO,VA,RICHMOND,RICHMOND INTL,PU,PU,CAPITAL REGION ARPT COMM.,1 RICHARD E BYRD TERMINAL DR,"RICHMOND, VA 23250",    804-226-3000,PERRY J. MILLER,1 RICHARD E BYRD TERMINAL DR,"RICHMOND, VA 23250",  (804) 226-3001,37-30-18.6520N,135018.6520N,077-19-11.0590W,278351.0590W,E,167,S,10W,2020,,WASHINGTON,6,E,2500,ZDC,ZCW,WASHINGTON,ZDC,ZCW,WASHINGTON,N,DCA,LEESBURG,,1-800-WX-BRIEF,,,,RIC,Y,12/1/31,O,I C S 05/1973,NGHRY,NOT ANALYZED,N,Y,N,Y,F,F,7222019,9201987,100LLA,MAJOR,MAJOR,HIGH/LOW,NONE,SS-SR,SS-SR,Y,122.95,,N,CG,Y,,13,25,22,8,,20,,45671,,23090,8053,22503,4789,6/30/19,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","CARGO,CHTR,INSTR",Y-L,KRIC,Y
25986.*A,AIRPORT,'ROA,4/22/21,AEA,DCA,VA,VIRGINIA,ROANOKE,VA,ROANOKE,ROANOKE-BLACKSBURG RGNL/WOODRUM FLD,PU,PU,ROANOKE BLACKSBURG RGNL/WOODRUM FIE,5202 AVN DR.,"ROANOKE, VA 24012-1148",    540 362-1999,DAVID S. JEAVONS (INTERIM),5202 AVN DR.,"ROANOKE, VA 24012-1148",    540-362-1999,37-19-31.7000N,134371.7000N,079-58-31.5000W,287911.5000W,E,1175,S,08W,2010,800,CINCINNATI,3,NW,912,ZDC,ZCW,WASHINGTON,ZDC,ZCW,WASHINGTON,N,DCA,LEESBURG,,1-800-WX-BRIEF,,,,ROA,Y,5/1/30,O,I B S 05/1973,NGHY3,NOT ANALYZED,N,N,N,Y,F,S,7292019,,100LLA,MAJOR,MAJOR,NONE,HIGH/LOW,SS-SR,SS-SR,Y,122.95,,Y,CG,N,,66,6,5,0,,,,3474,,9283,11540,12963,1007,11/30/20,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","AFRT,AMB,CARGO,CHTR,INSTR,RNTL,SALES,SURV",Y-L,KROA,N
26022.1*A,AIRPORT,'SHD,4/22/21,AEA,DCA,VA,VIRGINIA,AUGUSTA,VA,STAUNTON/WAYNESBORO/HARRISONBURG,SHENANDOAH VALLEY RGNL,PU,PU,SHENANDOAH VAL REG ARPT COMM,77 AVIATION CIR.,"WEYERS CAVE, VA 24486",    540-234-8304,GREGORY W. CAMPBELL,77 AVIATION CIR.,"WEYERS CAVE, VA 24486",    540-234-8304,38-15-49.8000N,137749.8000N,078-53-47.2000W,284027.2000W,E,1201,S,09W,2010,,WASHINGTON,10,NE,433,ZDC,ZCW,WASHINGTON,ZDC,ZCW,WASHINGTON,N,DCA,LEESBURG,,1-800-WX-BRIEF,,,,SHD,Y,8/1/58,O,I B S 05/1973,NGYH,NO OBJECTION,N,N,N,Y,F,F,11042019,6251981,100LLA,MAJOR,MAJOR,HIGH/LOW,NONE,SEE RMK,SS-SR,N,123,123,N,CG,N,,51,14,2,1,0,0,0,16,,1470,14309,5075,216,9/30/20,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AGRI,CARGO,INSTR,RNTL",Y-L,KSHD,N
55027.*A,AIRPORT,'STT,4/22/21,ASO,ATL,VI,VIRGIN ISLANDS,-VIRGIN ISLANDS-,VI,CHARLOTTE AMALIE,CYRIL E KING,PU,PU,V I PORT AUTHORITY,"8074 LINDBERGH BAY, P.O. BOX 301707","ST THOMAS, VI 00803",    340-774-1629,JEROME SHERIDAN,"CYRIL E. KING AIRPORT, P.O. BOX 301707","ST THOMAS, VI 00802",  (340) 714-6667,18-20-14.3000N,066014.3000N,064-58-24.0000W,233904.0000W,E,23,S,13W,2000,,PUERTO RICO-VIRGIN ISLANDS,2,W,280,ZSU,ZSU,SAN JUAN,ZSU,ZSU,SAN JUAN,N,SJU,SAN JUAN,,1-800-WX-BRIEF,,,,TIST,Y,9/1/48,O,I C S 05/1973,NGPY,NO OBJECTION,N,Y,N,Y,F,F,6182019,,100LLA,MINOR,MINOR,NONE,NONE,SEE RMK,SS-SR,Y,122.95,118.8,Y,CG,Y,,25,44,4,3,,1,1,2920,,8445,7053,1372,232,3/31/19,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AMB,CARGO,CHTR,INSTR",Y-L,TIST,N
